case_id,requested_amount,submission_channel,product_type,product_complexity_index,completeness_flag,exception_flag,rework_indicator,stage1_processing_time,sla_breach_flag,risk_flag,customer_segment,recent_exception_rate,resource_workload,era,month_index,approval_verification_outcome,final_transaction_outcome
Application_1000634,15138.98,web,SME,2,1,1,1,22.63,0,1,mass-affluent,0.128,15,0,4,escalated,A_Cancelled
Application_1000177,13893.24,web,consumer,3,1,0,1,21.92,0,0,mass-affluent,0.207,10,1,15,validated,O_Accepted
Application_1000666,17519.91,web,consumer,2,1,0,0,31.67,0,1,mass-affluent,0.292,17,1,19,validated,A_Cancelled
Application_1000674,21578.58,web,consumer,1,1,0,1,16.5,0,1,affluent,0.241,11,1,8,validated,A_Cancelled
Application_1000586,25547.01,web,consumer,3,1,0,0,38.67,1,1,affluent,0.137,8,1,17,validated,A_Cancelled
Application_1000874,43697.1,web,consumer,3,0,1,1,41.34,1,1,affluent,0.081,7,1,12,returned-for-rework,A_Denied
Application_1000394,28432.61,branch,mortgage,3,1,0,1,60.75,1,0,affluent,0.095,11,0,6,validated,A_Pending
Application_1000164,8073.67,web,consumer,2,1,1,1,35.31,0,0,mass-affluent,0.206,11,1,14,escalated,O_Accepted
Application_1000249,22446.66,web,consumer,1,1,1,0,32.02,0,0,affluent,0.182,5,1,16,escalated,O_Accepted
Application_1000635,4966.85,partner,consumer,1,1,0,0,18.04,0,1,mass-market,0.225,9,1,13,validated,O_Cancelled
Application_1000886,31893.64,partner,consumer,2,0,1,0,32.77,0,1,affluent,0.185,10,0,3,returned-for-rework,O_Cancelled
Application_1000670,20590.39,web,SME,2,1,0,0,21.43,0,1,affluent,0.164,15,1,7,validated,A_Cancelled
Application_1000376,13602.91,partner,consumer,1,1,0,1,44.06,1,0,mass-affluent,0.205,12,1,14,validated,O_Accepted
Application_1000413,11104.96,partner,consumer,2,1,0,0,50.49,1,0,mass-affluent,0.153,7,1,8,validated,O_Accepted
Application_1000075,11169.23,partner,consumer,2,1,0,0,18.18,0,0,mass-affluent,0.07,10,1,12,validated,O_Accepted
Application_1000114,14475.45,web,mortgage,3,1,0,0,11.07,0,0,mass-affluent,0.107,4,1,16,validated,O_Accepted
Application_1000599,19669.43,web,SME,4,1,0,0,16.79,0,1,mass-affluent,0.145,16,1,14,validated,A_Denied
Application_1000962,7148.78,web,mortgage,5,1,0,0,21.3,0,1,mass-affluent,0.109,19,1,11,validated,O_Refused
Application_1000391,27712.77,web,consumer,1,1,0,0,14.09,0,0,affluent,0.073,19,0,1,validated,A_Pending
Application_1000105,17393.7,branch,SME,2,1,0,1,46.58,1,0,mass-affluent,0.107,8,0,1,validated,O_Refused
Application_1000115,6168.48,branch,mortgage,4,1,0,0,32.84,0,0,mass-affluent,0.129,7,0,5,validated,O_Accepted
Application_1000418,11617.07,branch,mortgage,5,0,0,0,32.95,0,0,mass-affluent,0.034,7,1,16,returned-for-rework,O_Accepted
Application_1000526,8866.2,web,consumer,2,1,0,2,20.1,0,1,mass-affluent,0.179,13,1,10,validated,A_Denied
Application_1000458,33296.73,branch,consumer,1,1,0,0,21.69,0,0,affluent,0.156,16,1,7,validated,O_Accepted
Application_1000410,8996.92,branch,consumer,2,1,1,0,15.37,0,0,mass-affluent,0.059,7,1,14,escalated,O_Accepted
Application_1000093,17928.71,web,consumer,2,1,0,0,13.18,0,0,mass-affluent,0.219,6,1,18,validated,O_Accepted
Application_1000931,14616.79,branch,mortgage,4,1,0,1,23.34,0,1,mass-affluent,0.176,10,1,13,validated,A_Cancelled
Application_1000090,11178.8,web,mortgage,3,1,0,0,13.09,0,0,mass-affluent,0.0,15,0,4,validated,O_Accepted
Application_1000337,32750.09,branch,consumer,1,1,0,0,16.38,0,0,affluent,0.167,8,1,13,validated,O_Accepted
Application_1000989,13920.31,branch,consumer,2,0,0,0,38.82,1,1,mass-affluent,0.196,7,1,9,returned-for-rework,O_Refused
Application_1000922,13214.34,web,mortgage,4,0,0,0,38.27,1,1,mass-affluent,0.118,17,1,11,returned-for-rework,A_Cancelled
Application_1000934,13590.26,web,consumer,2,0,1,0,27.15,0,1,mass-affluent,0.208,9,1,13,returned-for-rework,A_Denied
Application_1000606,45036.01,web,SME,2,1,0,0,29.08,0,1,affluent,0.052,10,1,11,validated,A_Denied
Application_1000594,15864.93,partner,consumer,1,0,1,0,32.34,0,1,mass-affluent,0.293,13,0,5,returned-for-rework,A_Denied
Application_1000612,14319.32,partner,consumer,3,1,0,0,18.58,0,1,mass-affluent,0.277,16,1,10,validated,O_Cancelled
Application_1000095,9093.48,partner,SME,2,0,1,1,36.49,1,0,mass-affluent,0.161,6,1,13,returned-for-rework,O_Accepted
Application_1000012,6470.72,branch,consumer,2,1,0,1,24.51,0,0,mass-affluent,0.093,8,0,5,validated,O_Accepted
Application_1000397,12807.42,branch,SME,3,1,0,0,18.95,0,0,mass-affluent,0.026,15,1,10,validated,O_Accepted
Application_1000534,10915.83,web,mortgage,3,1,0,1,31.92,0,1,mass-affluent,0.372,7,0,6,validated,O_Refused
Application_1000044,22417.31,branch,consumer,2,1,0,0,29.77,0,0,affluent,0.15,9,1,19,validated,O_Accepted
Application_1000043,12569.57,partner,SME,2,1,0,0,14.67,0,0,mass-affluent,0.153,12,1,14,validated,O_Accepted
Application_1000330,11710.79,web,consumer,3,1,0,0,14.53,0,0,mass-affluent,0.157,10,1,13,validated,A_Pending
Application_1000168,15079.7,branch,consumer,3,1,0,0,26.47,0,0,mass-affluent,0.174,12,1,10,validated,O_Accepted
Application_1000498,6208.74,web,mortgage,3,1,0,1,13.82,0,0,mass-affluent,0.128,9,0,1,validated,A_Pending
Application_1000877,33409.59,web,consumer,2,1,0,1,25.2,0,1,affluent,0.327,11,1,15,validated,O_Refused
Application_1000598,13517.41,web,consumer,2,0,1,1,64.07,1,1,mass-affluent,0.0,9,1,16,returned-for-rework,A_Cancelled
Application_1000757,10424.58,web,consumer,2,1,1,1,29.42,0,1,mass-affluent,0.339,19,0,3,escalated,O_Accepted
Application_1000101,23463.45,branch,mortgage,3,0,0,0,45.34,1,0,affluent,0.204,6,1,10,returned-for-rework,O_Accepted
Application_1000427,34158.98,partner,consumer,3,1,0,0,27.5,0,0,affluent,0.157,19,0,5,validated,A_Pending
Application_1000179,24119.02,web,consumer,2,1,1,0,9.3,0,0,affluent,0.135,8,1,16,escalated,O_Refused
Application_1000445,10746.82,web,mortgage,5,1,1,0,20.12,0,0,mass-affluent,0.102,11,1,7,escalated,O_Accepted
Application_1000417,12665.8,branch,consumer,3,1,0,0,23.64,0,0,mass-affluent,0.191,5,1,7,validated,O_Accepted
Application_1000871,29875.46,web,consumer,1,1,0,2,31.13,0,1,affluent,0.236,8,1,8,validated,A_Denied
Application_1000883,35331.9,web,SME,2,1,0,0,38.94,1,1,affluent,0.243,19,1,17,validated,A_Denied
Application_1000681,16621.4,web,consumer,1,1,0,1,22.04,0,1,mass-affluent,0.163,14,1,13,validated,A_Denied
Application_1000178,2825.29,branch,consumer,2,1,0,0,39.08,1,0,mass-market,0.198,15,1,8,validated,O_Accepted
Application_1000396,63719.78,web,consumer,3,1,0,0,14.82,0,0,high-net-worth,0.088,6,1,16,validated,O_Accepted
Application_1000912,17987.27,branch,mortgage,5,1,0,0,25.61,0,1,mass-affluent,0.182,14,1,7,validated,A_Denied
Application_1000794,4216.42,branch,SME,2,1,0,0,14.66,0,1,mass-market,0.191,9,1,17,validated,A_Cancelled
Application_1000961,4091.11,branch,consumer,3,1,1,0,30.86,0,1,mass-market,0.152,12,1,15,escalated,O_Cancelled
Application_1000685,15447.22,web,consumer,1,1,0,2,28.92,0,1,mass-affluent,0.074,13,1,10,validated,A_Cancelled
Application_1000384,5488.08,branch,consumer,2,1,1,1,21.66,0,0,mass-affluent,0.031,3,1,18,escalated,O_Accepted
Application_1000957,15822.65,web,consumer,2,0,1,1,28.46,0,1,mass-affluent,0.156,7,0,6,returned-for-rework,A_Denied
Application_1000752,14850.82,branch,mortgage,3,1,0,1,36.02,1,1,mass-affluent,0.152,13,1,15,validated,A_Cancelled
Application_1000258,8647.08,partner,consumer,3,1,1,0,23.03,0,0,mass-affluent,0.18,11,1,11,escalated,O_Accepted
Application_1000539,7525.05,partner,consumer,3,1,0,0,22.34,0,1,mass-affluent,0.148,12,1,16,validated,A_Cancelled
Application_1000336,9597.83,web,consumer,2,1,0,1,23.83,0,0,mass-affluent,0.236,5,1,18,validated,O_Accepted
Application_1000016,3180.77,web,consumer,3,1,0,0,11.0,0,0,mass-market,0.15,9,0,5,validated,O_Accepted
Application_1000325,15650.77,branch,consumer,2,0,1,0,37.49,1,0,mass-affluent,0.214,6,1,17,returned-for-rework,O_Accepted
Application_1000759,23314.77,branch,consumer,2,0,0,0,78.0,1,1,affluent,0.274,10,1,10,returned-for-rework,A_Denied
Application_1000223,13750.44,web,SME,4,1,0,0,11.33,0,0,mass-affluent,0.046,7,0,4,validated,O_Accepted
Application_1000180,13015.88,web,mortgage,4,1,0,0,12.66,0,0,mass-affluent,0.22,7,1,17,validated,O_Accepted
Application_1000984,7477.09,web,consumer,1,1,0,0,8.76,0,1,mass-affluent,0.0,14,1,16,validated,O_Cancelled
Application_1000023,16435.45,web,consumer,2,1,0,0,22.23,0,0,mass-affluent,0.218,10,1,13,validated,O_Accepted
Application_1000357,9763.01,web,consumer,2,1,1,0,11.52,0,0,mass-affluent,0.116,10,1,7,escalated,O_Accepted
Application_1000667,23232.35,web,mortgage,4,1,0,1,33.39,0,1,affluent,0.178,14,1,12,validated,A_Denied
Application_1000862,18385.82,branch,consumer,1,1,0,0,25.17,0,1,mass-affluent,0.15,13,1,13,validated,O_Refused
Application_1000341,14341.53,web,consumer,2,0,0,1,31.94,0,0,mass-affluent,0.072,4,1,15,returned-for-rework,O_Accepted
Application_1000432,1919.14,branch,mortgage,3,0,0,0,25.79,0,0,mass-market,0.17,1,1,18,returned-for-rework,O_Accepted
Application_1000552,10828.31,branch,consumer,3,1,0,1,24.82,0,1,mass-affluent,0.115,9,0,2,validated,O_Refused
Application_1000834,3424.76,branch,consumer,3,1,1,0,25.24,0,1,mass-market,0.154,5,1,15,escalated,A_Denied
Application_1000204,11778.63,web,mortgage,3,1,0,1,19.25,0,0,mass-affluent,0.08,15,0,3,validated,A_Pending
Application_1000631,33462.11,branch,mortgage,4,0,0,0,51.55,1,1,affluent,0.195,17,1,15,returned-for-rework,O_Cancelled
Application_1000094,3761.48,branch,consumer,2,1,0,1,49.23,1,0,mass-market,0.101,13,0,1,validated,O_Accepted
Application_1000559,9826.18,branch,consumer,1,0,0,1,35.57,0,1,mass-affluent,0.193,9,0,6,returned-for-rework,A_Denied
Application_1000069,4052.97,branch,consumer,2,0,1,0,31.37,0,0,mass-market,0.147,5,1,14,returned-for-rework,A_Pending
Application_1000623,18228.12,branch,consumer,3,1,0,0,24.6,0,1,mass-affluent,0.077,15,1,18,validated,A_Denied
Application_1000285,7313.83,branch,consumer,1,1,0,0,27.03,0,0,mass-affluent,0.17,11,1,7,validated,O_Refused
Application_1000845,8489.1,web,consumer,1,1,0,0,13.91,0,1,mass-affluent,0.146,14,1,19,validated,A_Cancelled
Application_1000435,10799.4,web,consumer,2,1,0,0,9.18,0,0,mass-affluent,0.161,7,0,5,validated,O_Accepted
Application_1000154,40666.22,branch,consumer,3,1,0,0,21.08,0,0,affluent,0.237,4,0,4,validated,O_Accepted
Application_1000076,18227.18,web,SME,3,0,0,0,32.42,0,0,mass-affluent,0.068,6,0,3,returned-for-rework,O_Accepted
Application_1000731,14341.59,web,consumer,2,1,1,1,23.9,0,1,mass-affluent,0.096,17,0,3,escalated,A_Cancelled
Application_1000447,6145.07,branch,mortgage,3,1,0,0,20.87,0,0,mass-affluent,0.188,12,0,3,validated,O_Refused
Application_1000189,13511.42,branch,SME,3,1,0,0,25.9,0,0,mass-affluent,0.084,7,0,1,validated,O_Accepted
Application_1000272,11994.18,web,consumer,3,0,1,1,33.23,0,0,mass-affluent,0.11,13,0,4,returned-for-rework,O_Accepted
Application_1000237,9608.71,branch,consumer,3,1,0,0,20.21,0,0,mass-affluent,0.102,14,0,6,validated,O_Accepted
Application_1000488,7417.25,branch,consumer,1,1,1,1,29.05,0,0,mass-affluent,0.223,7,1,19,escalated,O_Accepted
Application_1000118,22571.79,branch,mortgage,5,1,0,0,58.63,1,0,affluent,0.189,11,1,19,validated,O_Accepted
Application_1000944,14228.07,branch,consumer,3,1,0,0,14.84,0,1,mass-affluent,0.108,4,1,14,validated,O_Refused
Application_1000513,47783.84,branch,consumer,3,1,0,0,18.13,0,1,affluent,0.042,10,1,18,validated,A_Denied
Application_1000826,2435.86,web,consumer,3,0,0,0,38.53,1,1,mass-market,0.142,9,1,11,returned-for-rework,O_Cancelled
Application_1000592,2373.28,branch,consumer,1,1,0,0,28.81,0,1,mass-market,0.132,14,1,9,validated,A_Cancelled
Application_1000127,17534.61,branch,SME,2,0,0,0,41.16,1,0,mass-affluent,0.162,15,1,16,returned-for-rework,O_Accepted
Application_1000117,11709.21,partner,mortgage,4,1,1,2,49.33,1,0,mass-affluent,0.209,7,1,12,escalated,O_Accepted
Application_1000474,7805.18,branch,consumer,2,1,0,0,13.27,0,0,mass-affluent,0.111,2,1,13,validated,O_Accepted
Application_1000694,12922.67,web,consumer,3,1,0,1,15.69,0,1,mass-affluent,0.136,4,1,9,validated,O_Refused
Application_1000058,47019.43,partner,consumer,3,1,0,1,23.63,0,0,affluent,0.201,14,0,5,validated,O_Accepted
Application_1000864,6728.77,partner,consumer,2,1,1,0,21.36,0,1,mass-affluent,0.251,5,1,15,escalated,A_Cancelled
Application_1000913,11130.22,branch,consumer,3,1,0,0,23.69,0,1,mass-affluent,0.302,15,1,18,validated,O_Refused
Application_1000370,8865.57,partner,mortgage,3,1,0,0,16.4,0,0,mass-affluent,0.047,12,1,14,validated,O_Accepted
Application_1000269,20849.61,web,mortgage,5,1,0,0,57.51,1,0,affluent,0.116,14,1,12,validated,A_Pending
Application_1000047,22789.35,partner,consumer,1,1,1,0,24.36,0,0,affluent,0.206,7,1,11,escalated,O_Accepted
Application_1000350,18974.4,branch,consumer,1,1,1,0,21.95,0,0,mass-affluent,0.169,4,0,1,escalated,O_Refused
Application_1000196,3073.45,branch,consumer,2,1,0,0,48.87,1,0,mass-market,0.104,9,0,6,validated,O_Refused
Application_1001000,20551.27,partner,consumer,2,0,0,0,51.61,1,1,affluent,0.151,13,1,15,returned-for-rework,O_Cancelled
Application_1000835,8529.05,branch,consumer,2,1,0,1,25.73,0,1,mass-affluent,0.186,4,0,6,validated,A_Denied
Application_1000737,11022.87,branch,consumer,3,0,0,0,43.51,1,1,mass-affluent,0.153,15,1,17,returned-for-rework,O_Accepted
Application_1000264,19309.29,web,consumer,3,1,0,2,28.54,0,0,mass-affluent,0.178,17,1,16,validated,O_Accepted
Application_1000444,9800.92,partner,SME,3,1,0,0,22.01,0,0,mass-affluent,0.086,6,1,10,validated,O_Accepted
Application_1000676,5982.01,web,consumer,3,0,1,1,33.73,0,1,mass-affluent,0.217,16,1,15,returned-for-rework,O_Cancelled
Application_1000305,22986.46,branch,consumer,3,1,0,0,21.71,0,0,affluent,0.148,7,1,12,validated,O_Accepted
Application_1000342,8928.19,branch,consumer,2,1,1,1,24.33,0,0,mass-affluent,0.154,4,1,15,escalated,O_Accepted
Application_1000967,10603.6,web,consumer,3,0,0,0,45.06,1,1,mass-affluent,0.078,7,1,12,returned-for-rework,O_Refused
Application_1000150,8532.66,partner,consumer,1,1,1,0,12.57,0,0,mass-affluent,0.058,13,1,8,escalated,O_Accepted
Application_1000125,5687.85,partner,consumer,2,0,0,0,31.4,0,0,mass-affluent,0.0,14,0,5,returned-for-rework,O_Accepted
Application_1000787,23910.92,web,mortgage,5,1,0,0,18.8,0,1,affluent,0.234,12,1,11,validated,A_Denied
Application_1000051,7271.13,branch,consumer,3,1,0,0,23.05,0,0,mass-affluent,0.23,9,0,3,validated,O_Accepted
Application_1000354,8381.56,branch,SME,2,1,0,0,11.83,0,0,mass-affluent,0.104,5,0,3,validated,O_Accepted
Application_1000928,4759.51,web,consumer,3,0,0,0,58.8,1,1,mass-market,0.083,9,1,7,returned-for-rework,O_Cancelled
Application_1000143,21481.92,branch,consumer,3,1,0,1,40.25,1,0,affluent,0.215,5,0,1,validated,O_Accepted
Application_1000471,36805.37,partner,SME,4,1,1,0,72.97,1,0,affluent,0.129,12,0,6,escalated,A_Pending
Application_1000400,25538.73,branch,mortgage,5,1,0,1,36.38,1,0,affluent,0.087,12,0,5,validated,O_Accepted
Application_1000626,21216.63,web,consumer,1,1,0,1,59.54,1,1,affluent,0.224,13,1,12,validated,A_Denied
Application_1000321,17670.77,partner,SME,4,1,0,0,79.44,1,0,mass-affluent,0.045,10,1,9,validated,O_Accepted
Application_1000020,12165.07,branch,consumer,2,1,0,0,19.17,0,0,mass-affluent,0.115,6,1,7,validated,O_Accepted
Application_1000810,25694.19,partner,consumer,3,0,0,0,53.35,1,1,affluent,0.203,18,1,13,returned-for-rework,O_Refused
Application_1000791,16190.41,web,consumer,3,1,0,2,22.19,0,1,mass-affluent,0.212,11,1,13,validated,O_Refused
Application_1000809,11192.34,web,consumer,2,1,1,0,18.89,0,1,mass-affluent,0.258,15,1,14,escalated,O_Cancelled
Application_1000408,13564.19,web,consumer,2,0,0,0,27.46,0,0,mass-affluent,0.172,11,1,16,returned-for-rework,O_Accepted
Application_1000538,13756.93,web,SME,4,1,0,0,25.47,0,1,mass-affluent,0.277,12,1,14,validated,A_Cancelled
Application_1000621,9202.08,web,SME,3,0,0,0,23.14,0,1,mass-affluent,0.072,7,1,18,returned-for-rework,O_Refused
Application_1000039,8073.67,branch,consumer,2,1,0,0,16.06,0,0,mass-affluent,0.011,8,0,3,validated,O_Accepted
Application_1000176,10782.9,branch,consumer,2,1,0,1,19.04,0,0,mass-affluent,0.2,8,1,18,validated,A_Pending
Application_1000246,8941.25,web,consumer,2,1,1,0,33.63,0,0,mass-affluent,0.052,14,1,13,escalated,O_Accepted
Application_1000829,24032.34,branch,SME,3,1,0,0,21.56,0,1,affluent,0.03,14,0,5,validated,A_Denied
Application_1000668,3726.74,web,consumer,1,0,1,1,25.02,0,1,mass-market,0.009,8,1,16,returned-for-rework,A_Denied
Application_1000755,5286.72,web,consumer,1,0,0,0,36.71,1,1,mass-affluent,0.17,19,1,9,returned-for-rework,A_Cancelled
Application_1000859,21409.0,branch,mortgage,5,1,0,0,20.96,0,1,affluent,0.051,5,0,6,validated,A_Denied
Application_1000155,2161.76,branch,consumer,1,0,1,0,55.93,1,0,mass-market,0.126,10,1,13,returned-for-rework,O_Accepted
Application_1000288,11393.58,web,consumer,1,1,0,0,16.02,0,0,mass-affluent,0.113,15,1,14,validated,O_Accepted
Application_1000603,5075.02,web,consumer,3,1,0,1,22.27,0,1,mass-affluent,0.302,12,1,8,validated,A_Denied
Application_1000570,10628.72,web,SME,2,1,0,0,11.58,0,1,mass-affluent,0.0,12,1,11,validated,A_Cancelled
Application_1000744,43895.08,partner,mortgage,4,1,0,0,78.87,1,1,affluent,0.302,10,1,11,validated,A_Denied
Application_1000018,8835.25,web,consumer,2,1,0,1,18.95,0,0,mass-affluent,0.281,10,1,8,validated,O_Accepted
Application_1000128,12550.0,web,SME,3,1,0,1,28.23,0,0,mass-affluent,0.088,14,1,18,validated,O_Accepted
Application_1000323,19686.99,web,consumer,3,1,0,0,21.89,0,0,mass-affluent,0.197,13,0,5,validated,A_Pending
Application_1000256,13538.51,web,consumer,3,1,1,1,21.33,0,0,mass-affluent,0.147,13,1,8,escalated,O_Accepted
Application_1000658,12173.04,web,mortgage,5,0,0,2,46.95,1,1,mass-affluent,0.355,8,0,6,returned-for-rework,A_Cancelled
Application_1000965,9669.04,branch,consumer,1,1,0,0,17.65,0,1,mass-affluent,0.115,11,1,8,validated,O_Refused
Application_1000191,28665.85,branch,consumer,1,1,0,0,15.01,0,0,affluent,0.179,9,1,15,validated,O_Accepted
Application_1000116,54082.17,web,consumer,2,1,0,0,24.86,0,0,high-net-worth,0.117,11,1,8,validated,O_Accepted
Application_1000617,21937.81,web,consumer,2,0,0,0,91.89,1,1,affluent,0.093,13,1,9,returned-for-rework,A_Denied
Application_1000607,22515.07,web,consumer,2,1,0,0,13.9,0,1,affluent,0.227,13,1,17,validated,A_Cancelled
Application_1000181,37649.29,web,consumer,3,0,0,0,29.89,0,0,affluent,0.07,16,1,13,returned-for-rework,O_Accepted
Application_1000302,14481.49,branch,consumer,3,1,0,0,27.88,0,0,mass-affluent,0.202,10,0,1,validated,O_Accepted
Application_1000760,19262.28,partner,mortgage,3,1,0,1,41.42,1,1,mass-affluent,0.158,12,1,12,validated,A_Denied
Application_1000713,17866.24,branch,consumer,1,1,0,0,16.43,0,1,mass-affluent,0.181,8,1,15,validated,O_Cancelled
Application_1000724,14424.01,web,consumer,2,0,0,0,29.74,0,1,mass-affluent,0.087,13,0,6,returned-for-rework,A_Denied
Application_1000686,22374.93,partner,consumer,1,1,0,0,46.79,1,1,affluent,0.128,17,1,7,validated,A_Cancelled
Application_1000980,4673.09,branch,consumer,3,1,0,0,57.67,1,1,mass-market,0.127,19,1,11,validated,O_Accepted
Application_1000518,45006.03,partner,mortgage,5,1,0,1,27.04,0,1,affluent,0.228,8,1,14,validated,O_Accepted
Application_1000985,13089.68,branch,consumer,3,0,1,0,37.97,1,1,mass-affluent,0.275,5,0,6,returned-for-rework,O_Accepted
Application_1000046,4203.9,web,consumer,2,1,0,2,17.57,0,0,mass-market,0.08,5,1,17,validated,O_Refused
Application_1000910,13252.94,web,consumer,1,1,1,0,15.15,0,1,mass-affluent,0.222,15,1,13,escalated,O_Accepted
Application_1000158,11837.06,web,consumer,2,1,0,0,22.38,0,0,mass-affluent,0.233,4,1,7,validated,O_Accepted
Application_1000852,20766.73,web,consumer,1,0,1,0,31.03,0,1,affluent,0.246,13,1,10,returned-for-rework,A_Cancelled
Application_1000172,4413.76,branch,consumer,3,0,0,0,52.67,1,0,mass-market,0.046,6,0,1,returned-for-rework,O_Accepted
Application_1000017,34070.21,web,consumer,3,1,0,0,17.33,0,0,affluent,0.101,10,1,19,validated,O_Accepted
Application_1000512,12135.05,web,consumer,2,0,0,0,71.33,1,1,mass-affluent,0.085,14,1,9,returned-for-rework,O_Cancelled
Application_1000049,10059.89,partner,consumer,2,0,0,0,31.59,0,0,mass-affluent,0.068,15,1,12,returned-for-rework,O_Accepted
Application_1000972,9279.22,web,consumer,3,0,1,1,100.75,1,1,mass-affluent,0.184,14,0,4,returned-for-rework,A_Denied
Application_1000941,10501.46,branch,consumer,2,1,0,0,15.96,0,1,mass-affluent,0.195,10,1,16,validated,A_Denied
Application_1000516,10596.35,web,consumer,1,1,0,1,30.51,0,1,mass-affluent,0.163,16,0,3,validated,O_Accepted
Application_1000953,11768.86,branch,consumer,2,0,0,1,71.35,1,1,mass-affluent,0.065,8,1,11,returned-for-rework,A_Denied
Application_1000481,18036.67,branch,consumer,3,1,0,0,23.42,0,0,mass-affluent,0.111,11,1,8,validated,A_Pending
Application_1000284,7952.86,branch,consumer,3,1,0,2,27.99,0,0,mass-affluent,0.088,6,1,11,validated,O_Accepted
Application_1000719,13278.15,web,consumer,1,1,0,0,12.93,0,1,mass-affluent,0.24,11,1,12,validated,O_Cancelled
Application_1000878,28552.2,web,consumer,1,1,0,0,23.96,0,1,affluent,0.179,17,0,3,validated,A_Denied
Application_1000226,12179.74,branch,mortgage,4,1,0,0,30.67,0,0,mass-affluent,0.229,6,0,5,validated,O_Accepted
Application_1000027,17289.41,branch,consumer,3,1,0,0,31.16,0,0,mass-affluent,0.095,1,0,5,validated,O_Accepted
Application_1000955,43251.58,partner,consumer,2,1,1,0,16.3,0,1,affluent,0.213,11,1,19,escalated,A_Denied
Application_1000438,75000.0,web,mortgage,3,1,1,0,19.44,0,0,high-net-worth,0.082,10,0,1,escalated,O_Accepted
Application_1000952,12814.35,web,SME,2,1,1,1,16.92,0,1,mass-affluent,0.252,11,1,15,escalated,A_Cancelled
Application_1000365,9114.05,branch,consumer,3,1,0,0,29.38,0,0,mass-affluent,0.093,17,1,11,validated,O_Accepted
Application_1000230,71193.44,partner,consumer,3,1,0,0,17.66,0,0,high-net-worth,0.213,10,1,12,validated,O_Accepted
Application_1000038,21288.23,branch,mortgage,5,1,0,1,28.72,0,0,affluent,0.083,9,1,7,validated,O_Accepted
Application_1000966,33103.06,web,consumer,3,1,1,0,21.24,0,1,affluent,0.288,11,0,3,escalated,A_Denied
Application_1000375,11845.45,web,consumer,2,1,0,0,9.93,0,0,mass-affluent,0.156,8,1,13,validated,O_Accepted
Application_1000470,18840.01,branch,mortgage,4,1,0,0,25.76,0,0,mass-affluent,0.114,13,1,7,validated,O_Accepted
Application_1000968,8298.85,branch,consumer,2,1,1,0,23.41,0,1,mass-affluent,0.31,8,0,3,escalated,A_Denied
Application_1000851,4569.36,web,consumer,1,0,1,0,33.77,0,1,mass-market,0.17,15,1,7,returned-for-rework,O_Cancelled
Application_1000705,13144.76,partner,consumer,1,1,0,0,16.99,0,1,mass-affluent,0.12,12,1,10,validated,A_Cancelled
Application_1000842,13317.31,branch,consumer,1,0,0,0,41.77,1,1,mass-affluent,0.257,13,1,9,returned-for-rework,A_Cancelled
Application_1000195,23184.47,web,mortgage,4,1,0,0,19.87,0,0,affluent,0.168,12,1,7,validated,O_Accepted
Application_1000855,8029.48,web,consumer,1,0,1,0,20.27,0,1,mass-affluent,0.057,7,0,6,returned-for-rework,A_Cancelled
Application_1000865,11521.77,web,consumer,2,1,0,0,14.2,0,1,mass-affluent,0.206,13,1,10,validated,O_Cancelled
Application_1000504,8154.83,web,consumer,1,0,1,0,27.36,0,1,mass-affluent,0.274,14,1,14,returned-for-rework,A_Cancelled
Application_1000970,8012.32,branch,SME,2,1,0,2,22.42,0,1,mass-affluent,0.061,10,0,5,validated,A_Cancelled
Application_1000831,24875.43,branch,mortgage,3,1,0,2,45.18,1,1,affluent,0.268,12,1,10,validated,A_Cancelled
Application_1000580,22048.7,partner,consumer,2,0,1,0,87.34,1,1,affluent,0.233,15,1,9,returned-for-rework,O_Refused
Application_1000969,44572.43,web,consumer,2,1,1,0,67.2,1,1,affluent,0.26,16,1,7,escalated,A_Cancelled
Application_1000163,14308.39,partner,SME,2,1,0,0,24.84,0,0,mass-affluent,0.262,10,1,17,validated,O_Accepted
Application_1000909,8977.14,web,consumer,2,1,0,1,14.35,0,1,mass-affluent,0.158,11,0,3,validated,A_Denied
Application_1000153,18102.53,web,consumer,3,1,1,2,44.82,1,0,mass-affluent,0.148,11,1,11,escalated,A_Pending
Application_1000802,6333.24,branch,consumer,3,1,0,1,24.64,0,1,mass-affluent,0.085,13,0,4,validated,A_Denied
Application_1000994,4169.41,branch,consumer,3,1,0,0,23.53,0,1,mass-market,0.299,8,1,10,validated,O_Cancelled
Application_1000756,15891.6,partner,consumer,2,1,0,0,15.39,0,1,mass-affluent,0.081,16,0,3,validated,A_Cancelled
Application_1000112,66816.97,web,consumer,1,1,0,0,21.57,0,0,high-net-worth,0.124,12,0,3,validated,O_Accepted
Application_1000227,14467.5,branch,consumer,3,1,0,0,15.28,0,0,mass-affluent,0.0,8,0,6,validated,O_Accepted
Application_1000689,13699.63,branch,consumer,1,1,0,0,41.66,1,1,mass-affluent,0.122,14,1,14,validated,O_Refused
Application_1000104,5408.26,partner,consumer,1,0,1,1,80.74,1,0,mass-affluent,0.086,11,1,7,returned-for-rework,A_Pending
Application_1000422,6226.3,branch,consumer,2,1,1,0,18.62,0,0,mass-affluent,0.173,12,1,10,escalated,O_Accepted
Application_1000420,7207.38,web,mortgage,4,0,1,0,27.76,0,0,mass-affluent,0.158,8,1,7,returned-for-rework,O_Accepted
